_id,_info,_model,cabriolet,city,country,info,make,mileage,model,post_time,price,state,transmission,turbo,year,color
360,Original Owner 991 Base Cab with a 7 Speed Manual Trans absolutely like new,Carrera,TRUE,Cary,USA,Original Owner 991 Base Cab with a 7 Speed Manual Trans absolutely like new,Porsche,38900,911,2019-06-17T00:56:00.000Z,62500,NC,Manual,FALSE,2012,silver
361,2009 Targa 4,Targa 4,FALSE,Senoia,USA,2009 Targa 4,Porsche,30500,911,2019-03-02T23:22:00.000Z,49000,GA,Manual,FALSE,2009,white
362,Stunning Satin Red with Two Tone Silver 2005 Porsche 997,unknown,FALSE,Madison,USA,Stunning Satin Red with Two Tone Silver 2005 Porsche 997,Porsche,64965,911,2019-07-19T00:40:00.000Z,43000,WI,Automatic,FALSE,2005,red
363,2005 Porsche 911 Carrera S,Carrera S,FALSE,Rockledge,USA,2005 Porsche 911 Carrera S,Porsche,52400,911,2019-05-27T20:06:00.000Z,39900,FL,Automatic,FALSE,2005,silver
364,2011 Porsche 911 GTS Cabriolet,Carrera GTS,TRUE,Diablo,USA,2011 Porsche 911 GTS Cabriolet,Porsche,14400,911,2018-10-27T02:11:00.000Z,74500,CA,Automatic,FALSE,2011,black
365,2012 CAYMAN R,Cayman R,FALSE,Louisville,USA,2012 CAYMAN R,Porsche,35000,Cayman,2018-12-14T20:13:00.000Z,52500,KY,Automatic,FALSE,2012,red
366, 2012 Porsche 991/911 Carrera S Guards Red - Soul Performance Exhaust,Carrera S,FALSE,Knoxville,USA, 2012 Porsche 991/911 Carrera S Guards Red - Soul Performance Exhaust,Porsche,30500,911,2019-01-14T23:58:00.000Z,65000,TN,Automatic,FALSE,2012,red
367, 2010 Porsche 911 Carerra 4S (997.2),Carrera 4S,FALSE,Pelham Manor,USA, 2010 Porsche 911 Carerra 4S (997.2),Porsche,73000,911,2019-06-02T19:27:00.000Z,46500,NY,Automatic,FALSE,2010,black
368,2006 Cayman S - 4.2L Street / Track Car,Cayman S,FALSE,Memphis,USA,2006 Cayman S - 4.2L Street / Track Car,Porsche,95000,Cayman,2019-05-30T02:17:00.000Z,65000,TN,Manual,FALSE,2006,blue
369,2010 Carrera 4S 6 speed Coupe.  47K miles Meteor Grey Metallic/Black leather.,Carrera 4S,FALSE,Danville,United States,"2010 Carrera 4S 6 speed Coupe.  47K miles, Meteor Grey Metallic/Black leather.",Porsche,47000,911,5/11/19 19:27,0,CA,Manual,FALSE,2010,unknown
370,Rare cobalt blue 06 C2s w factory X51 kit  price drop 45K,Carrera,FALSE,Augusta,USA,Rare cobalt blue 06 C2s w factory X51 kit  price drop 45K,Porsche,37000,911,2019-07-01T16:09:00.000Z,45000,GA,Manual,FALSE,2006,blue
371, 2009 911 Turbo Cab manual very high spec last of the Metzger,Turbo,TRUE,Oshkosh,USA," 2009 911 Turbo Cab, manual, very high spec, last of the Metzger",Porsche,24600,911,2019-01-20T00:51:00.000Z,89900,WI,Manual,TRUE,2009,white
372,2009 PORSCHE 911 TURBO AWD,Turbo,FALSE,Port St Lucie,USA,2009 PORSCHE 911 TURBO AWD,Porsche,32000,911,2019-05-20T21:16:00.000Z,78000,FL,Automatic,TRUE,2009,blue
373, FS: 2011 997.2 Manual Coupe,Carrera S,FALSE,Albuquerque,USA, FS: 2011 997.2 Manual Coupe,Porsche,54000,911,2019-04-25T09:58:00.000Z,47800,NM,Manual,FALSE,2011,blue
374,2006 Porsche Cayman S Track Car - Fully Built,Cayman S,FALSE,Warren,United States,2006 Porsche Cayman S Track Car - Fully Built,Porsche,25000,Cayman,3/11/19 19:44,52000,NJ,Manual,FALSE,2006,unknown
